degree_type,technical_skills,soft_skills,cgpa,projects,internships,communication_level,technical_skill_level,years_of_experience,specialization,project_exp,package
7,18,9,1,7,3,1,2,1,6,7,12.53
5,7,6,3,0,5,3,1,4,6,0,15.57
1,18,4,3,7,3,3,3,5,2,35,17.14
7,16,10,2,10,5,1,1,4,3,40,17.41
7,2,9,2,1,2,2,5,3,6,3,12.8
6,4,1,2,3,1,3,3,3,4,9,14.04
3,20,2,2,6,5,1,1,4,4,24,15.6
5,16,3,1,5,4,2,2,1,5,5,13.84
2,3,1,1,8,4,3,1,2,6,16,12.53
7,2,2,1,7,1,1,3,2,4,14,11.44
6,3,2,2,1,0,3,2,1,5,1,10.45
1,5,7,2,3,1,3,5,0,5,0,14.72
7,2,10,3,0,1,3,1,1,5,0,13.17
3,19,6,2,6,1,4,4,4,3,24,14.11
2,20,9,3,3,4,2,3,4,5,12,17.38
1,2,5,1,7,3,3,4,3,3,21,16.62
1,2,9,2,1,0,1,4,2,4,2,11.61
5,20,10,2,7,0,4,1,3,5,21,14.59
7,18,9,3,1,0,5,4,2,4,2,13.17
5,20,2,3,10,2,5,2,1,6,10,18.7
2,14,9,3,7,5,2,5,0,3,0,20.92
7,11,9,2,4,3,1,3,0,4,0,12.91
4,11,7,3,0,2,4,4,0,5,0,18.08
1,7,8,2,4,4,4,3,0,4,0,15.98
5,12,7,2,4,2,5,5,1,5,4,16.6
3,16,9,1,6,2,2,2,0,2,0,14.58
7,5,8,3,1,1,2,3,0,1,0,12.75
3,2,4,2,1,4,1,5,4,3,4,14.32
7,16,2,1,5,5,4,1,4,6,20,12.51
1,15,5,1,10,5,4,4,2,4,20,17.57
2,6,4,2,2,5,2,2,2,1,4,16.6
2,13,2,3,7,3,4,4,0,4,0,17.99
2,19,5,3,2,1,1,5,4,2,8,16.91
7,10,6,3,9,5,5,5,3,5,27,18.38
7,19,1,3,3,4,5,5,5,6,15,19.46
3,5,8,3,6,3,2,3,5,5,30,14.2
5,7,2,2,0,0,2,1,1,5,0,9.84
7,11,5,1,0,1,3,1,4,4,0,12.43
5,14,8,3,8,3,2,5,1,4,8,16.22
3,16,5,2,5,2,4,4,5,4,25,15.32
7,18,3,1,4,2,4,2,4,1,16,15.22
2,4,6,3,1,1,4,4,5,3,5,15.39
2,1,1,2,1,4,4,3,4,3,4,15.28
1,15,1,3,6,2,3,1,3,4,18,15.42
4,14,8,3,5,3,2,2,0,5,0,16.97
6,19,7,2,7,0,2,5,2,6,14,15.15
4,5,10,2,2,4,2,5,4,6,8,17.7
7,4,10,2,2,1,3,3,4,5,8,12.62
5,13,3,3,4,2,3,3,1,1,4,16.43
5,12,8,2,3,0,3,3,4,2,12,13.99
5,15,1,3,7,4,3,5,4,5,28,18.15
4,9,10,2,5,4,1,5,2,6,10,16.46
6,4,7,2,7,1,4,3,5,2,35,14.79
1,5,2,2,6,0,4,5,0,1,0,14.54
4,9,2,2,1,0,1,3,0,1,0,13.95
6,13,2,2,8,4,2,2,5,2,40,14.37
2,10,5,3,10,2,1,3,4,6,40,16.29
2,16,7,2,5,4,1,3,0,2,0,14.07
5,13,4,2,10,3,1,2,0,1,0,13.98
3,4,4,2,10,2,3,1,2,3,20,13.7
7,13,9,1,5,1,1,4,3,4,15,14.07
7,8,10,3,1,0,5,3,5,1,5,16.15
5,13,9,2,8,5,1,2,5,1,40,14.81
3,15,7,3,0,2,2,2,2,2,0,17.26
6,20,10,2,5,1,2,5,3,2,15,13.57
2,20,4,3,7,4,2,3,2,3,14,18.85
7,13,8,2,1,1,1,2,5,3,5,11.03
4,5,10,1,2,3,4,1,5,5,10,12.79
6,5,3,3,9,1,1,4,2,6,18,15.81
2,13,7,2,6,5,2,5,0,5,0,16.77
4,5,9,2,10,5,3,5,0,1,0,19.7
3,13,4,3,0,2,3,5,1,6,0,16.89
5,8,1,2,10,2,2,1,0,3,0,13.08
5,9,1,3,5,2,2,3,4,4,20,13.42
7,19,3,2,9,0,5,2,2,6,18,17.58
6,20,7,3,6,3,2,4,0,6,0,15.8
5,15,9,2,9,2,4,4,4,3,36,13.94
7,10,4,2,9,0,3,3,2,2,18,13.33
1,11,2,1,6,0,2,4,5,5,30,14.25
7,5,6,3,2,2,4,3,3,4,6,16.49
2,9,6,3,6,5,1,5,1,1,6,16.72
6,19,4,2,10,5,1,5,5,6,50,17.23
4,2,8,3,3,4,2,4,3,2,9,14.32
7,6,3,2,6,2,1,2,4,3,24,11.55
5,1,2,2,6,5,3,1,3,6,18,16.45
2,3,9,3,3,3,1,3,0,2,0,14.72
3,3,6,1,0,4,1,2,5,1,0,10.75
5,14,8,2,7,3,1,3,5,5,35,14.36
2,20,10,2,3,5,4,2,4,3,12,17.72
1,5,9,3,1,2,4,4,1,2,1,14.64
1,15,1,2,7,0,1,4,4,2,28,13.71
4,6,5,3,7,4,4,1,0,6,0,15.74
2,14,9,2,4,2,3,4,4,1,16,15.64
1,14,7,2,1,0,3,2,4,1,4,13.84
2,8,2,3,2,1,2,2,4,5,8,15.0
2,8,3,1,5,3,4,5,2,1,10,17.35
5,11,10,2,8,5,2,5,0,3,0,16.04
2,13,9,2,3,1,5,5,1,3,3,15.66
6,13,5,2,8,3,4,2,0,5,0,16.69
4,19,7,2,0,2,1,3,5,4,0,14.68
2,19,9,3,3,5,4,2,0,6,0,19.56
2,16,6,3,0,5,5,2,4,2,0,16.94
1,20,8,1,7,2,1,4,2,6,14,12.93
4,19,1,3,6,3,4,2,3,5,18,18.01
5,5,5,3,8,4,4,5,3,2,24,15.83
3,8,10,3,10,2,3,5,5,4,50,16.17
1,14,9,1,10,3,5,4,1,1,10,15.74
1,3,2,2,2,1,1,3,1,5,2,14.94
5,13,3,2,6,3,1,3,3,6,18,14.7
7,11,8,2,5,3,3,5,2,2,10,14.45
1,8,5,2,4,1,4,1,5,3,20,15.14
5,19,3,2,8,4,3,1,0,2,0,16.09
1,10,6,3,3,5,3,1,0,2,0,15.18
2,18,6,2,2,0,4,1,5,5,10,13.51
5,18,5,1,10,4,2,1,1,4,10,14.45
5,7,5,3,2,0,5,4,5,2,10,16.27
6,16,6,2,1,0,2,5,1,1,1,12.27
1,6,2,2,0,0,2,2,5,2,0,10.82
2,1,3,2,5,3,4,5,0,4,0,17.4
2,19,2,3,1,2,2,3,4,4,4,16.72
4,3,1,2,7,1,2,4,3,1,21,17.14
2,6,1,2,4,1,2,4,4,2,16,15.18
1,4,9,2,3,0,4,2,5,3,15,12.38
7,4,4,2,0,2,3,1,3,3,0,14.5
6,4,5,2,0,5,1,4,3,3,0,15.64
5,10,10,3,3,5,5,1,0,5,0,18.59
3,9,7,2,8,2,5,5,4,5,32,17.31
6,8,2,3,9,1,4,4,0,3,0,14.83
7,19,10,3,9,3,1,2,2,3,18,14.12
3,17,9,3,5,4,2,2,2,3,10,16.15
6,17,4,2,0,4,5,5,2,4,0,15.77
1,20,10,2,8,0,4,3,3,6,24,16.2
7,14,1,1,1,0,4,5,5,5,5,12.6
7,11,4,2,6,1,3,2,0,5,0,12.35
6,3,7,3,10,5,4,2,5,5,50,19.03
1,8,3,1,0,4,2,4,4,6,0,14.97
7,10,9,1,10,5,3,2,4,2,40,14.56
3,17,5,1,4,5,2,1,0,5,0,13.49
5,8,5,2,10,0,4,2,1,2,10,12.38
6,1,3,1,10,5,3,4,1,4,10,19.08
2,7,3,3,2,5,4,4,1,3,2,19.64
5,9,2,3,1,3,3,5,3,3,3,17.98
5,12,9,3,0,1,3,4,3,4,0,14.13
4,9,9,3,5,5,3,2,4,3,20,18.2
6,20,10,2,6,0,5,3,4,4,24,14.53
2,3,4,3,1,0,3,1,3,3,3,15.99
5,4,4,2,1,1,1,3,3,4,3,13.97
1,10,10,2,4,4,4,1,4,4,16,15.41
3,4,6,3,4,4,4,2,0,3,0,17.14
5,9,9,2,2,4,4,4,3,2,6,13.94
2,1,8,3,2,4,3,4,0,5,0,15.8
5,5,10,2,0,2,4,5,2,5,0,16.05
2,5,6,1,8,4,5,1,0,6,0,14.37
6,6,7,1,1,4,1,4,3,1,3,14.69
2,19,6,3,0,5,5,2,2,1,0,19.45
6,8,3,3,8,3,4,4,1,6,8,20.5
2,10,9,2,4,3,2,5,0,3,0,17.13
7,11,4,2,7,0,5,4,2,5,14,14.88
3,13,2,2,10,5,1,2,2,1,20,17.28
3,20,9,3,3,1,1,4,3,6,9,15.27
2,4,3,2,7,4,2,1,2,5,14,14.32
5,12,5,3,5,3,5,4,1,4,5,19.36
3,5,2,3,5,4,1,2,3,2,15,16.79
6,10,1,2,5,1,5,2,5,4,25,15.84
6,7,9,3,1,2,2,4,0,6,0,13.18
1,9,3,3,9,3,5,2,3,6,27,16.61
4,9,7,3,9,5,5,1,0,3,0,20.52
7,10,9,3,8,1,2,1,3,2,24,16.4
4,10,9,2,6,1,4,1,2,1,12,16.48
1,8,8,3,3,2,3,1,5,2,15,14.45
4,14,9,3,7,3,1,4,4,5,28,15.67
4,17,3,1,8,2,1,5,2,3,16,13.43
2,13,6,1,9,4,4,4,3,2,27,16.55
2,18,5,3,1,2,4,2,2,6,2,13.73
2,18,7,1,5,5,1,3,4,4,20,16.94
5,13,7,2,7,1,5,5,5,4,35,17.58
5,12,1,3,10,3,5,2,2,1,20,17.86
1,1,6,2,8,4,2,1,3,2,24,15.83
7,20,5,2,3,2,2,4,2,4,6,12.92
6,18,4,2,4,4,4,2,5,6,20,16.91
6,12,1,3,10,4,3,2,1,5,10,18.63
7,19,4,1,10,2,4,3,4,6,40,14.23
4,10,7,3,3,0,4,1,5,2,15,14.23
5,20,1,3,4,3,5,2,4,1,16,15.71
4,19,1,3,8,0,2,2,5,6,40,13.77
7,3,1,2,1,2,2,4,3,6,3,15.13
2,14,10,1,6,1,3,5,0,4,0,13.51
5,7,5,3,3,4,2,1,0,1,0,14.05
2,8,7,3,7,0,1,3,5,5,35,14.61
1,11,9,2,6,3,5,5,2,1,12,16.32
6,20,8,3,7,3,3,2,5,3,35,18.52
7,6,2,3,3,5,1,1,0,2,0,14.8
3,11,9,3,10,5,3,3,3,2,30,18.72
6,17,4,1,1,3,3,2,2,6,2,12.84
6,10,10,1,6,2,1,2,5,4,30,12.06
1,17,5,3,8,5,4,5,4,4,32,17.98
5,2,5,1,5,4,4,2,2,2,10,15.1
3,6,4,1,6,4,2,2,2,1,12,12.74
5,5,6,3,5,4,1,3,0,3,0,15.96
4,4,1,3,1,2,2,2,5,3,5,12.47
6,2,2,2,8,3,4,4,1,5,8,17.51
4,12,4,3,4,5,1,4,0,6,0,14.76
2,3,4,1,2,5,1,1,5,2,10,15.11
6,6,8,2,3,3,1,4,5,1,15,12.09
5,14,9,3,3,2,2,4,1,3,3,16.91
2,14,6,1,10,2,3,4,2,3,20,15.06
1,3,4,2,4,2,3,2,5,4,20,12.2
4,16,4,2,1,3,1,5,4,5,4,12.93
4,15,9,3,5,4,4,4,0,2,0,19.24
5,7,4,3,6,3,2,2,4,5,24,15.67
6,15,6,2,7,5,2,1,3,3,21,15.69
5,13,9,1,4,1,4,5,2,5,8,12.39
6,15,7,3,7,5,5,5,5,3,35,19.28
6,17,7,3,3,0,4,1,4,1,12,12.26
5,4,1,2,6,2,3,1,3,4,18,16.24
5,14,2,3,8,0,1,5,1,1,8,18.0
2,15,5,2,9,5,4,2,0,6,0,16.21
7,19,6,2,8,3,2,5,0,2,0,16.54
1,10,7,2,3,1,5,3,2,6,6,12.89
7,6,3,3,0,1,5,2,5,5,0,14.8
2,9,6,3,3,1,5,4,1,3,3,14.45
4,2,9,2,1,5,3,5,2,6,2,16.0
6,4,3,1,5,5,3,1,3,4,15,17.01
6,15,7,2,5,4,5,2,3,1,15,14.14
6,13,5,3,8,1,2,1,0,5,0,15.65
3,20,10,3,5,0,5,5,2,5,10,18.75
3,19,8,1,6,4,4,5,1,6,6,17.11
7,19,6,2,4,5,2,4,4,5,16,17.77
6,16,7,3,7,5,3,5,0,2,0,20.77
5,11,3,2,1,4,5,1,1,6,1,16.28
6,10,7,2,1,1,4,5,1,6,1,16.41
4,8,7,2,10,4,2,4,3,1,30,14.33
3,1,4,1,7,5,1,4,0,4,0,13.52
6,18,4,3,1,0,4,3,0,5,0,12.19
1,3,3,3,5,5,5,3,3,4,15,16.7
4,11,10,2,10,0,3,5,1,5,10,17.49
4,18,7,1,7,0,4,4,2,6,14,16.19
6,8,3,3,8,5,5,2,5,5,40,20.45
6,15,6,3,8,4,1,1,0,4,0,17.2
3,7,10,2,4,0,1,4,0,6,0,11.48
4,10,7,3,5,2,3,5,2,1,10,18.87
4,15,7,3,3,0,1,1,0,5,0,13.32
1,10,10,1,2,3,5,2,5,4,10,14.31
7,19,6,1,4,3,5,1,1,1,4,15.85
3,17,4,3,2,2,1,1,0,5,0,13.18
4,12,4,2,1,5,5,5,0,1,0,14.73
6,15,6,2,5,1,5,4,4,4,20,14.35
3,12,9,3,7,4,2,5,0,2,0,17.07
1,9,7,2,2,1,1,5,3,4,6,16.02
3,5,2,3,5,2,5,1,5,3,25,17.59
7,12,5,2,8,1,5,2,1,5,8,17.47
3,16,6,2,0,2,2,2,2,3,0,11.69
1,9,8,3,2,0,3,1,1,2,2,15.47
3,3,8,3,1,4,3,5,3,4,3,15.0
7,3,3,1,7,2,4,2,2,1,14,12.56
3,18,9,3,8,3,2,3,1,6,8,17.3
5,17,6,3,9,3,2,3,0,6,0,17.95
1,10,7,1,5,3,5,5,5,1,25,15.18
7,2,9,1,2,0,2,1,0,4,0,12.99
1,11,7,2,9,0,3,2,2,2,18,16.12
1,3,10,3,7,1,3,4,5,1,35,13.88
7,9,1,2,6,2,3,2,3,4,18,12.39
3,19,1,2,1,3,5,5,1,1,1,15.24
1,2,3,2,10,4,4,3,1,6,10,18.13
4,19,9,1,6,5,2,3,3,6,18,14.33
2,2,1,2,0,3,2,2,1,6,0,15.98
1,3,5,2,4,5,4,2,4,4,16,15.47
1,5,8,3,8,4,2,1,2,2,16,19.38
2,11,2,1,10,1,4,3,4,2,40,14.54
4,6,6,1,6,2,5,3,0,2,0,15.13
1,1,4,3,0,0,1,4,4,1,0,13.52
7,17,9,2,10,4,5,2,1,6,10,18.33
4,14,9,2,1,5,5,3,4,5,4,16.06
7,10,6,2,7,2,2,3,3,1,21,12.74
4,8,8,2,5,4,3,3,0,4,0,17.06
6,14,4,1,10,5,4,2,1,6,10,17.67
4,7,10,3,2,2,1,1,2,2,4,13.06
6,6,8,2,3,1,2,5,3,4,9,16.04
7,4,3,2,6,1,3,4,2,1,12,14.9
4,1,2,2,8,1,1,5,4,2,32,15.63
5,15,6,3,10,0,1,5,2,3,20,17.43
2,15,5,1,9,3,1,1,3,6,27,14.21
5,20,1,2,8,2,4,1,1,2,8,17.47
2,3,10,3,5,4,4,5,4,3,20,18.75
2,5,3,2,1,3,3,4,3,2,3,14.04
3,5,7,3,7,0,1,5,1,6,7,15.8
4,4,10,3,3,0,5,5,4,5,12,13.17
7,17,4,3,10,3,3,1,2,2,20,15.23
3,20,10,2,7,5,4,2,3,2,21,15.03
2,14,5,3,10,2,4,5,1,1,10,20.64
6,8,8,2,6,3,4,2,3,3,18,16.65
7,2,1,2,6,0,2,3,1,6,6,11.46
6,8,1,3,10,5,1,5,5,2,50,19.03
5,1,7,1,6,0,5,1,1,1,6,11.44
1,4,9,3,1,5,1,3,3,1,3,15.51
5,19,4,2,7,4,3,4,1,4,7,17.3
1,5,10,2,2,2,3,1,4,1,8,15.68
4,20,7,3,9,0,4,5,5,6,45,15.1
2,19,2,1,6,3,4,1,0,3,0,13.81
6,12,5,2,6,0,5,1,3,3,18,14.58
1,1,9,3,3,3,3,5,4,3,12,16.93
3,7,3,1,4,0,4,1,2,6,8,11.58
5,17,3,2,6,5,5,1,0,1,0,15.31
6,2,2,2,7,5,5,3,2,6,14,15.94
2,11,7,1,2,2,3,5,3,2,6,16.42
5,7,6,2,5,4,1,3,0,3,0,15.85
5,17,5,3,8,0,2,2,1,1,8,13.94
4,3,7,2,9,0,5,2,5,3,45,15.73
1,6,4,2,10,5,3,1,3,1,30,15.54
3,11,5,3,4,5,4,1,2,1,8,17.3
3,18,9,1,3,5,2,1,4,6,12,11.33
7,18,9,2,8,5,2,5,1,6,8,19.71
2,10,4,3,3,1,1,5,0,4,0,17.41
7,5,6,3,2,3,3,4,3,3,6,18.01
6,15,2,3,6,1,1,1,4,1,24,12.4
2,20,3,3,4,2,5,3,4,6,16,17.8
5,4,9,1,0,3,5,4,2,6,0,13.52
5,1,6,2,7,4,3,5,5,2,35,19.58
3,15,8,3,10,3,4,5,4,3,40,17.54
1,19,2,1,8,0,5,3,0,4,0,15.6
6,14,7,3,0,0,4,3,3,6,0,12.43
1,18,2,2,9,3,3,1,5,2,45,14.72
6,2,6,3,3,0,2,5,2,1,6,16.8
6,6,8,3,10,0,1,1,0,2,0,15.74
5,17,4,3,0,1,3,2,3,5,0,12.31
6,6,1,2,9,0,4,2,4,1,36,16.54
1,5,2,3,8,1,4,4,5,1,40,16.49
4,7,1,3,3,2,2,1,2,1,6,12.71
4,1,6,3,6,3,2,5,0,3,0,16.23
5,13,6,3,8,1,1,2,4,2,32,17.08
1,19,1,1,10,5,3,4,4,4,40,14.49
4,1,4,2,6,3,4,4,0,3,0,17.21
1,13,4,2,1,3,1,4,2,4,2,16.02
6,11,8,3,5,4,4,5,2,1,10,16.9
5,7,6,3,5,1,1,2,5,2,25,16.14
4,20,2,2,2,0,4,3,3,3,6,12.09
7,3,5,2,3,5,2,5,2,2,6,14.52
6,1,4,3,5,5,5,1,4,2,20,17.9
7,8,10,2,10,4,1,3,3,2,30,16.67
7,17,4,1,5,1,1,5,1,1,5,11.7
2,13,8,2,0,5,5,2,3,6,0,15.81
2,14,5,3,9,1,2,4,4,1,36,16.17
5,5,3,3,7,2,1,5,5,6,35,14.45
4,6,4,1,1,2,4,1,0,4,0,12.92
4,4,4,2,1,2,2,5,4,6,4,14.83
6,17,6,1,10,0,3,3,5,4,50,12.99
5,5,2,3,6,1,3,5,3,6,18,16.51
7,3,5,2,5,3,2,2,0,1,0,16.2
4,4,9,2,7,4,3,2,2,2,14,16.12
2,15,1,3,0,4,5,1,5,6,0,14.74
3,20,10,3,9,3,2,3,0,5,0,15.68
5,17,3,2,9,0,5,3,1,1,9,14.97
4,6,8,1,4,0,4,5,2,2,8,12.09
3,10,3,1,5,0,5,3,1,5,5,15.85
5,16,5,2,6,4,2,2,0,2,0,15.69
1,17,2,1,3,1,5,5,0,1,0,14.03
4,14,1,3,8,2,3,5,3,1,24,16.01
1,20,10,1,0,4,3,5,5,6,0,16.48
2,12,5,2,2,3,4,3,4,3,8,17.63
4,9,5,2,9,0,3,4,3,4,27,17.18
7,15,6,3,1,2,5,1,3,2,3,12.72
2,12,2,2,1,0,1,1,3,3,3,12.64
3,14,9,3,0,0,5,2,3,3,0,12.94
5,18,2,2,2,0,1,5,3,6,6,11.23
6,20,2,3,9,5,5,1,2,2,18,17.72
6,4,9,1,5,2,1,3,4,3,20,11.48
6,12,4,3,7,4,2,3,4,4,28,17.09
5,13,6,2,3,1,2,2,5,5,15,15.37
5,13,4,3,8,3,3,1,2,6,16,16.18
4,12,9,1,2,5,2,5,2,1,4,15.44
2,20,2,1,7,3,1,5,5,6,35,16.6
5,3,4,3,10,4,3,1,0,6,0,19.1
5,14,4,1,2,2,5,2,4,4,8,14.16
5,18,1,3,2,4,1,5,1,1,2,16.8
2,19,4,3,3,1,2,4,3,6,9,14.67
3,10,3,3,3,2,2,3,0,4,0,14.19
7,17,2,2,6,3,4,4,0,1,0,15.72
5,15,10,2,1,2,4,2,3,3,3,15.15
2,19,4,2,7,2,5,2,0,2,0,15.84
6,9,8,1,10,2,5,2,2,3,20,17.52
4,4,7,1,1,4,3,2,0,2,0,11.83
1,19,8,2,7,1,2,4,4,6,28,13.82
7,16,1,2,3,2,4,3,5,3,15,14.02
7,8,2,2,5,2,1,4,5,4,25,15.73
1,1,8,2,2,1,4,5,4,6,8,11.88
5,7,4,2,6,1,5,2,3,3,18,17.0
5,18,9,2,6,3,2,5,3,3,18,17.27
7,12,2,3,10,1,2,2,4,4,40,17.52
2,16,4,1,7,1,2,3,2,4,14,12.96
1,1,1,3,1,2,1,2,4,3,4,14.63
5,15,3,1,6,0,5,2,2,1,12,11.61
6,7,6,3,3,2,1,5,5,4,15,15.72
3,3,1,3,3,4,4,5,4,5,12,19.16
5,11,5,3,8,1,5,1,5,1,40,16.64
1,6,2,1,0,0,1,2,1,1,0,9.2
5,15,4,2,4,5,1,1,1,5,4,12.16
4,7,5,2,4,3,4,3,3,4,12,17.07
4,11,8,2,10,4,2,3,0,3,0,14.26
1,17,2,2,7,5,1,2,5,4,35,17.32
6,19,5,2,10,5,4,2,0,4,0,18.56
1,8,10,2,2,4,5,2,1,2,2,15.26
5,20,4,3,7,2,5,2,2,5,14,15.27
7,8,5,3,3,0,3,1,3,6,9,13.23
6,11,3,2,2,0,2,2,0,6,0,15.08
2,3,9,2,1,1,4,3,1,6,1,13.58
5,9,6,3,6,3,1,4,0,4,0,17.57
5,1,1,1,4,5,3,4,0,6,0,16.3
5,1,4,3,8,4,1,4,0,2,0,20.23
6,12,7,2,2,2,4,5,1,4,2,15.68
2,11,10,2,5,4,4,2,2,3,10,16.61
7,1,5,3,7,4,5,5,5,3,35,21.07
1,20,4,3,8,3,2,5,5,4,40,15.74
2,12,9,3,3,5,2,1,0,1,0,18.01
6,17,8,1,0,4,1,5,0,5,0,12.66
5,15,3,3,7,4,2,1,2,5,14,17.16
3,2,6,2,9,3,3,3,5,3,45,18.18
5,18,4,2,2,3,2,1,2,6,4,14.88
4,4,1,2,3,5,2,1,0,2,0,14.48
3,8,1,3,5,4,4,3,5,4,25,16.7
7,14,10,3,6,1,5,4,4,2,24,17.63
3,15,7,1,1,1,5,1,3,2,3,14.12
4,9,9,1,4,1,5,2,2,1,8,15.1
2,2,7,3,2,5,5,5,5,2,10,15.78
6,17,9,3,4,3,2,4,4,4,16,15.42
5,10,10,3,2,4,1,4,1,6,2,15.88
2,2,8,2,7,4,1,5,4,1,28,15.39
5,19,7,3,1,1,1,5,2,4,2,14.73
2,17,3,3,7,5,1,2,0,1,0,17.39
1,11,3,1,7,2,1,2,2,3,14,11.49
4,18,10,2,9,5,2,3,3,6,27,18.45
1,6,7,3,4,5,1,4,5,3,20,18.98
3,16,1,1,1,5,4,2,1,2,1,13.9
1,18,8,3,9,3,2,1,3,6,27,15.13
3,20,1,2,5,4,3,3,4,2,20,12.91
5,18,4,2,1,3,2,4,2,3,2,12.9
3,1,2,3,3,5,4,2,5,1,15,18.8
5,3,5,2,2,0,4,3,0,4,0,14.57
5,15,6,2,0,4,5,1,2,1,0,12.19
7,20,4,3,7,4,3,1,3,1,21,18.96
6,10,4,3,7,4,1,2,5,6,35,16.86
5,5,7,2,0,2,4,5,1,2,0,16.93
6,14,2,2,0,2,5,2,2,5,0,12.33
6,15,4,3,8,4,1,2,5,2,40,15.81
5,10,7,3,0,5,2,5,1,3,0,16.81
1,9,1,2,2,1,3,4,0,3,0,14.9
4,7,6,1,0,4,1,1,5,1,0,13.7
6,5,8,1,1,3,2,4,3,1,3,13.36
5,10,8,2,3,1,2,2,5,4,15,14.46
7,8,9,2,6,3,4,4,4,6,24,14.65
7,16,2,3,0,2,2,4,1,5,0,13.23
5,12,3,2,0,0,3,2,3,3,0,13.81
5,9,2,3,4,3,3,4,4,6,16,14.96
6,10,9,3,7,1,3,1,0,5,0,13.6
2,3,7,3,0,0,5,5,2,4,0,15.69
7,19,7,2,2,4,3,1,3,6,6,12.32
1,11,5,3,0,3,1,3,0,2,0,17.31
1,6,3,2,3,3,5,3,5,1,15,16.38
1,6,7,2,8,5,1,2,4,1,32,12.9
5,15,6,3,2,2,5,5,1,5,2,15.89
6,13,3,1,9,1,5,5,0,2,0,14.28
2,14,7,3,5,0,5,5,0,1,0,15.06
1,2,8,1,10,3,1,2,5,2,50,13.99
4,12,2,1,8,3,5,4,5,1,40,14.19
5,20,2,2,3,4,2,1,4,5,12,14.98
7,14,6,2,3,3,3,2,2,2,6,15.04
5,19,8,2,8,1,3,2,4,5,32,15.65
7,20,5,2,1,0,2,1,5,2,5,14.56
7,15,1,3,9,4,1,1,1,4,9,16.24
6,20,1,3,1,4,1,4,1,4,1,14.48
7,14,9,2,6,2,4,5,3,6,18,14.12
7,18,4,1,4,0,2,4,5,2,20,14.3
6,5,10,3,4,4,2,4,2,4,8,15.68
1,12,1,1,8,3,3,1,4,4,32,14.74
2,8,2,1,4,0,4,5,4,4,16,15.29
6,6,2,3,8,1,1,5,1,3,8,17.34
3,15,1,3,7,4,1,2,2,2,14,15.18
6,12,1,2,5,1,1,4,4,6,20,14.9
5,6,9,2,4,4,1,4,2,4,8,13.51
1,12,1,2,4,3,2,1,2,5,8,11.82
1,15,6,2,4,2,2,4,4,3,16,12.9
7,12,7,1,0,3,5,2,5,2,0,11.88
1,9,4,3,10,1,2,1,2,1,20,16.04
1,2,4,2,2,5,5,4,0,6,0,17.35
1,13,4,2,5,1,1,4,1,4,5,15.33
2,13,10,2,8,2,1,2,2,5,16,16.24
3,8,1,1,2,4,2,2,2,3,4,15.67
7,13,6,3,0,5,2,1,0,5,0,13.96
1,4,10,3,7,4,5,5,3,5,21,19.57
7,6,10,2,8,1,3,2,2,3,16,12.72
3,6,7,1,9,0,1,2,4,5,36,13.07
4,12,7,3,3,4,4,5,5,4,15,16.12
7,17,7,1,4,5,1,1,3,3,12,11.57
6,7,6,3,2,2,1,3,5,2,10,16.64
7,15,8,2,7,5,2,5,5,3,35,14.25
1,17,3,1,2,2,4,4,5,1,10,15.17
5,10,9,3,3,0,4,1,3,6,9,16.58
2,20,3,2,9,4,1,5,0,1,0,15.94
6,6,4,3,6,3,5,5,4,1,24,19.45
5,15,6,3,0,5,3,3,3,4,0,16.7
1,16,8,2,3,4,5,4,2,2,6,18.88
6,18,5,1,2,2,3,2,5,1,10,13.07
1,20,5,3,3,0,3,1,1,4,3,14.93
4,14,5,2,3,3,2,2,3,4,9,16.72
6,2,9,3,2,5,2,5,5,3,10,15.54
4,3,7,3,2,2,4,2,4,1,8,12.76
6,14,9,1,6,0,5,5,4,2,24,12.47
3,7,9,1,7,2,1,5,1,3,7,17.08
1,15,6,2,9,5,4,3,5,6,45,16.72
5,17,6,3,3,1,2,4,2,6,6,14.44
4,1,4,2,10,4,3,3,3,6,30,17.8
5,9,8,3,10,2,4,3,0,3,0,14.89
1,14,2,1,7,5,3,5,1,3,7,15.58
7,16,5,3,7,0,5,4,1,6,7,14.36
5,13,1,3,5,4,3,5,3,3,15,19.58
1,6,10,3,0,5,1,4,4,5,0,14.97
5,1,2,3,6,1,5,2,5,5,30,15.06
4,4,1,1,6,1,3,5,3,5,18,15.21
3,3,6,2,4,3,4,3,4,4,16,12.57
5,17,2,3,5,4,1,5,3,2,15,18.56
4,2,4,1,8,1,1,1,4,1,32,12.54
6,19,5,3,2,2,2,1,5,2,10,12.48
1,20,7,3,3,1,2,1,1,2,3,13.71
2,8,10,3,8,1,4,3,4,6,32,18.54
2,6,5,2,1,3,3,1,2,5,2,15.52
1,20,4,3,8,5,2,3,3,1,24,19.53
3,2,7,1,4,0,1,3,1,5,4,13.96
5,15,10,3,2,5,4,3,4,3,8,15.96
3,20,7,2,7,1,3,1,4,4,28,15.33
2,12,8,2,8,0,1,2,4,4,32,12.82
7,3,4,2,0,4,1,2,1,5,0,13.15
4,10,4,3,4,0,5,4,5,3,20,18.11
7,14,10,2,8,4,2,5,3,5,24,15.75
1,14,5,2,10,3,3,2,4,6,40,15.37
3,1,3,3,0,4,4,2,5,6,0,16.46
4,20,5,3,7,2,4,1,2,2,14,14.2
3,1,5,1,5,3,5,4,0,1,0,13.53
