degree_type,technical_skills,soft_skills,cgpa,projects,internships,communication_level,technical_skill_level,years_of_experience,specialization,package
B.Tech,14,9,6.92,4,2,3,4,4,App Development,15.64
B.Sc,14,7,6.24,1,0,3,2,4,App Development,13.84
M.Sc,17,7,8.12,6,5,1,1,5,None,13.24
B.Tech,8,2,9.01,2,1,2,2,4,AI/ML,15.0
B.Tech,8,3,5.35,5,3,4,5,2,App Development,17.35
B.Sc,19,4,8.09,8,2,4,3,1,None,17.37
B.Tech,9,2,5.18,4,2,4,5,1,None,13.87
M.Tech,11,10,7.63,8,5,2,5,0,Data Science,16.04
B.Tech,13,9,6.28,3,1,5,5,1,Data Science,15.66
MCA,13,5,6.53,8,3,4,2,0,AI/ML,16.69
M.Sc,19,7,7.34,0,2,1,3,5,Cloud Computing,14.68
B.Tech,19,9,9.64,3,5,4,2,0,Web Development,19.56
MCA,5,5,8.55,10,0,4,1,1,None,14.81
B.Tech,16,6,9.68,0,5,5,2,4,Cybersecurity,16.94
B.Tech,9,4,8.3,8,1,1,5,4,None,14.89
B.Sc,20,8,5.04,7,2,1,4,2,Web Development,12.93
M.Tech,3,1,6.33,7,5,1,4,0,None,12.88
M.Sc,19,1,9.53,6,3,4,2,3,AI/ML,18.01
M.Tech,5,5,8.22,8,4,4,5,3,Cybersecurity,15.83
BCA,8,10,9.91,10,2,3,5,5,Cloud Computing,16.17
B.Sc,14,9,5.78,10,3,5,4,1,App Development,15.74
B.Sc,3,2,6.48,2,1,1,3,1,AI/ML,14.94
M.Tech,13,3,6.81,6,3,1,3,3,Web Development,14.7
PhD,11,8,6.63,5,3,3,5,2,Cybersecurity,14.45
B.Sc,8,5,6.26,4,1,4,1,5,Data Science,15.14
M.Tech,19,3,7.22,8,4,3,1,0,Cybersecurity,16.09
B.Sc,10,6,8.21,3,5,3,1,0,Cybersecurity,15.18
B.Tech,18,6,6.56,2,0,4,1,5,AI/ML,13.51
M.Tech,18,5,5.4,10,4,2,1,1,Cloud Computing,14.45
M.Tech,7,5,8.54,2,0,5,4,5,Cybersecurity,16.27
MCA,16,6,7.3,1,0,2,5,1,App Development,12.27
B.Sc,6,2,7.78,0,0,2,2,5,Cybersecurity,10.82
B.Sc,16,6,7.28,2,2,5,4,4,None,14.17
M.Tech,16,2,9.45,7,4,2,4,2,None,15.87
B.Tech,1,3,7.79,5,3,4,5,0,Cloud Computing,17.4
B.Tech,19,2,9.62,1,2,2,3,4,Cloud Computing,16.72
M.Sc,3,1,7.55,7,1,2,4,3,App Development,17.14
B.Tech,6,1,6.46,4,1,2,4,4,Cybersecurity,15.18
B.Sc,4,9,6.78,3,0,4,2,5,Data Science,12.38
PhD,4,4,7.61,0,2,3,1,3,Data Science,14.5
MCA,4,5,7.65,0,5,1,4,3,Data Science,15.64
M.Tech,10,10,8.44,3,5,5,1,0,AI/ML,18.59
BCA,9,7,6.12,8,2,5,5,4,AI/ML,17.31
MCA,8,2,8.29,9,1,4,4,0,Data Science,14.83
PhD,19,10,8.89,9,3,1,2,2,Data Science,14.12
BCA,17,9,8.38,5,4,2,2,2,Data Science,16.15
MCA,17,4,7.41,0,4,5,5,2,Cloud Computing,15.77
B.Tech,1,10,9.96,7,0,2,1,2,None,12.22
B.Sc,20,10,7.02,8,0,4,3,3,Web Development,16.2
PhD,14,1,5.53,1,0,4,5,5,AI/ML,12.6
BCA,20,8,9.11,5,1,4,3,2,None,12.8
PhD,11,4,6.06,6,1,3,2,0,AI/ML,12.35
MCA,3,7,8.57,10,5,4,2,5,AI/ML,19.03
B.Sc,8,3,5.89,0,4,2,4,4,Web Development,14.97
PhD,10,9,5.08,10,5,3,2,4,Cybersecurity,14.56
BCA,17,5,5.8,4,5,2,1,0,AI/ML,13.49
M.Tech,8,5,6.88,10,0,4,2,1,Cybersecurity,12.38
MCA,1,3,5.53,10,5,3,4,1,Cloud Computing,19.08
M.Tech,20,9,5.99,4,2,1,5,1,None,12.33
B.Tech,7,3,8.82,2,5,4,4,1,Data Science,19.64
M.Tech,9,2,8.85,1,3,3,5,3,Data Science,17.98
M.Tech,12,9,9.09,0,1,3,4,3,Cloud Computing,14.13
M.Sc,9,9,9.21,5,5,3,2,4,Data Science,18.2
MCA,20,10,7.1,6,0,5,3,4,Cloud Computing,14.53
B.Tech,3,4,9.34,1,0,3,1,3,Data Science,15.99
M.Tech,4,4,7.63,1,1,1,3,3,Cloud Computing,13.97
B.Sc,10,10,7.35,4,4,4,1,4,Cloud Computing,15.41
BCA,4,6,8.59,4,4,4,2,0,Data Science,17.14
M.Tech,9,9,6.07,2,4,4,4,3,Cybersecurity,13.94
B.Tech,1,8,8.95,2,4,3,4,0,AI/ML,15.8
M.Tech,5,10,7.15,0,2,4,5,2,AI/ML,16.05
BCA,9,3,5.64,2,0,1,3,0,None,8.7
B.Tech,5,6,5.6,8,4,5,1,0,Web Development,14.37
MCA,6,7,5.82,1,4,1,4,3,App Development,14.69
B.Tech,19,6,9.45,0,5,5,2,2,App Development,19.45
MCA,8,3,9.95,8,3,4,4,1,Web Development,20.5
B.Tech,10,9,6.78,4,3,2,5,0,Data Science,17.13
PhD,11,4,6.46,7,0,5,4,2,AI/ML,14.88
BCA,13,2,6.09,10,5,1,2,2,App Development,17.28
BCA,20,9,9.12,3,1,1,4,3,Web Development,15.27
B.Tech,4,3,6.05,7,4,2,1,2,AI/ML,14.32
PhD,11,6,9.62,4,2,5,1,5,None,13.59
M.Tech,12,5,8.34,5,3,5,4,1,Cloud Computing,19.36
BCA,5,2,9.49,5,4,1,2,3,Cybersecurity,16.79
MCA,10,1,7.77,5,1,5,2,5,Cloud Computing,15.84
MCA,7,9,8.45,1,2,2,4,0,Web Development,13.18
B.Sc,9,3,8.1,9,3,5,2,3,Web Development,16.61
M.Sc,9,7,9.16,9,5,5,1,0,Data Science,20.52
PhD,10,9,9.18,8,1,2,1,3,Cybersecurity,16.4
M.Sc,10,9,7.95,6,1,4,1,2,App Development,16.48
M.Sc,2,10,8.16,2,5,5,5,1,None,16.28
MCA,4,6,9.61,1,2,1,3,3,None,11.8
B.Sc,8,8,9.65,3,2,3,1,5,Cybersecurity,14.45
M.Sc,14,9,8.32,7,3,1,4,4,AI/ML,15.67
M.Sc,17,3,5.04,8,2,1,5,2,Data Science,13.43
B.Tech,13,6,5.52,9,4,4,4,3,Cybersecurity,16.55
B.Tech,18,5,9.29,1,2,4,2,2,Web Development,13.73
B.Tech,18,7,5.42,5,5,1,3,4,Cloud Computing,16.94
M.Tech,13,7,6.07,7,1,5,5,5,Cloud Computing,17.58
M.Sc,8,9,6.15,2,2,1,2,2,None,10.5
M.Tech,12,1,8.0,10,3,5,2,2,App Development,17.86
B.Sc,1,6,7.88,8,4,2,1,3,Cybersecurity,15.83
PhD,20,5,6.45,3,2,2,4,2,Cloud Computing,12.92
MCA,18,4,6.04,4,4,4,2,5,Web Development,16.91
M.Sc,3,10,8.82,6,2,3,2,3,None,13.35
MCA,12,1,9.68,10,4,3,2,1,AI/ML,18.63
PhD,19,4,5.26,10,2,4,3,4,Web Development,14.23
B.Tech,13,10,5.67,4,2,2,5,5,None,14.93
M.Sc,10,7,8.21,3,0,4,1,5,Cybersecurity,14.23
BCA,15,4,9.02,3,1,2,5,0,None,16.27
M.Tech,20,1,8.96,4,3,5,2,4,App Development,15.71
M.Tech,2,10,8.6,2,3,2,3,2,None,11.92
M.Sc,19,1,9.44,8,0,2,2,5,Web Development,13.77
PhD,3,1,6.09,1,2,2,4,3,Web Development,15.13
B.Tech,14,10,5.54,6,1,3,5,0,Cloud Computing,13.51
M.Tech,7,5,8.08,3,4,2,1,0,App Development,14.05
B.Tech,8,7,9.11,7,0,1,3,5,AI/ML,14.61
B.Sc,11,9,7.91,6,3,5,5,2,App Development,16.32
MCA,20,8,9.81,7,3,3,2,5,Data Science,18.52
PhD,6,2,8.98,3,5,1,1,0,Cybersecurity,14.8
BCA,11,9,8.5,10,5,3,3,3,Cybersecurity,18.72
MCA,17,4,5.3,1,3,3,2,2,Web Development,12.84
MCA,10,10,5.54,6,2,1,2,5,Cloud Computing,12.06
B.Sc,17,5,8.92,8,5,4,5,4,Cloud Computing,17.98
M.Tech,2,5,5.99,5,4,4,2,2,Cybersecurity,15.1
BCA,6,4,5.14,6,4,2,2,2,App Development,12.74
M.Tech,5,6,9.55,5,4,1,3,0,Data Science,15.96
M.Sc,4,1,9.45,1,2,2,2,5,Data Science,12.47
MCA,2,2,6.09,8,3,4,4,1,AI/ML,17.51
M.Sc,12,4,8.9,4,5,1,4,0,Web Development,14.76
B.Tech,3,4,5.24,2,5,1,1,5,Cybersecurity,15.11
MCA,6,8,6.43,3,3,1,4,5,App Development,12.09
M.Tech,14,9,8.12,3,2,2,4,1,Data Science,16.91
MCA,8,4,8.82,8,1,3,5,2,None,16.51
B.Tech,14,6,5.05,10,2,3,4,2,Data Science,15.06
B.Sc,3,4,6.63,4,2,3,2,5,Cloud Computing,12.2
M.Sc,16,4,6.07,1,3,1,5,4,AI/ML,12.93
M.Sc,15,9,9.99,5,4,4,4,0,Cybersecurity,19.24
M.Tech,7,4,8.35,6,3,2,2,4,AI/ML,15.67
MCA,15,6,7.03,7,5,2,1,3,Data Science,15.69
M.Tech,13,9,5.38,4,1,4,5,2,AI/ML,12.39
B.Sc,6,3,7.99,7,0,3,2,5,None,13.27
MCA,15,7,8.21,7,5,5,5,5,Data Science,19.28
MCA,17,7,9.08,3,0,4,1,4,App Development,12.26
M.Tech,4,1,6.44,6,2,3,1,3,Cloud Computing,16.24
M.Tech,14,2,9.91,8,0,1,5,1,App Development,18.0
B.Tech,15,5,7.2,9,5,4,2,0,Web Development,16.21
PhD,12,8,6.48,3,4,3,3,3,None,14.4
PhD,19,6,6.74,8,3,2,5,0,Cybersecurity,16.54
B.Sc,10,7,7.6,3,1,5,3,2,Web Development,12.89
PhD,6,3,9.68,0,1,5,2,5,AI/ML,14.8
B.Tech,9,6,8.68,3,1,5,4,1,Data Science,14.45
M.Sc,2,9,7.89,1,5,3,5,2,Web Development,16.0
MCA,4,3,5.81,5,5,3,1,3,Cloud Computing,17.01
M.Tech,9,6,5.75,7,3,1,4,1,None,14.01
MCA,15,7,7.51,5,4,5,2,3,App Development,14.14
MCA,13,5,8.64,8,1,2,1,0,AI/ML,15.65
BCA,20,10,8.76,5,0,5,5,2,AI/ML,18.75
M.Sc,8,8,6.13,10,4,4,2,0,None,13.52
BCA,19,8,5.5,6,4,4,5,1,Web Development,17.11
PhD,19,6,6.92,4,5,2,4,4,AI/ML,17.77
MCA,16,7,9.59,7,5,3,5,0,Cybersecurity,20.77
M.Tech,11,3,7.73,1,4,5,1,1,Web Development,16.28
MCA,10,7,6.6,1,1,4,5,1,Web Development,16.41
M.Sc,8,7,6.62,10,4,2,4,3,App Development,14.33
BCA,1,4,5.66,7,5,1,4,0,Cloud Computing,13.52
M.Tech,10,10,7.37,5,1,4,1,2,None,11.19
MCA,18,4,8.96,1,0,4,3,0,AI/ML,12.19
B.Sc,3,3,9.84,5,5,5,3,3,Cloud Computing,16.7
M.Sc,11,10,7.51,10,0,3,5,1,AI/ML,17.49
M.Sc,18,7,5.84,7,0,4,4,2,Web Development,16.19
B.Sc,3,5,8.41,5,5,4,2,4,None,15.23
MCA,8,3,8.78,8,5,5,2,5,AI/ML,20.45
M.Sc,14,6,5.36,5,0,3,4,2,None,11.81
M.Tech,6,6,9.25,2,4,1,2,5,None,12.91
MCA,15,6,9.15,8,4,1,1,0,Cloud Computing,17.2
MCA,14,2,7.36,9,1,1,5,2,None,14.12
BCA,7,10,7.8,4,0,1,4,0,Web Development,11.48
M.Sc,10,7,8.57,5,2,3,5,2,App Development,18.87
M.Sc,15,7,8.38,3,0,1,1,0,AI/ML,13.32
B.Sc,10,10,5.08,2,3,5,2,5,Cloud Computing,14.31
BCA,17,4,5.61,9,2,5,4,1,None,17.18
PhD,19,6,5.81,4,3,5,1,1,App Development,15.85
BCA,17,4,8.78,2,2,1,1,0,AI/ML,13.18
M.Sc,12,4,7.2,1,5,5,5,0,App Development,14.73
MCA,15,6,7.73,5,1,5,4,4,Cloud Computing,14.35
BCA,12,9,8.86,7,4,2,5,0,Cybersecurity,17.07
B.Sc,9,7,6.7,2,1,1,5,3,Cloud Computing,16.02
BCA,5,2,8.74,5,2,5,1,5,Data Science,17.59
B.Sc,4,6,7.21,10,0,3,5,0,None,12.33
PhD,12,5,6.89,8,1,5,2,1,AI/ML,17.47
BCA,16,6,6.67,0,2,2,2,2,Data Science,11.69
B.Sc,9,8,9.82,2,0,3,1,1,Cybersecurity,15.47
BCA,3,8,8.86,1,4,3,5,3,Cloud Computing,15.0
PhD,3,3,5.1,7,2,4,2,2,App Development,12.56
BCA,18,9,9.79,8,3,2,3,1,Web Development,17.3
M.Tech,17,6,8.88,9,3,2,3,0,Web Development,17.95
B.Sc,10,7,5.75,5,3,5,5,5,App Development,15.18
PhD,2,9,5.38,2,0,2,1,0,Cloud Computing,12.99
B.Sc,11,7,6.54,9,0,3,2,2,Cybersecurity,16.12
B.Sc,3,10,8.12,7,1,3,4,5,App Development,13.88
B.Tech,2,9,8.08,9,0,5,4,4,None,16.34
PhD,9,1,6.38,6,2,3,2,3,Cloud Computing,12.39
BCA,19,1,7.23,1,3,5,5,1,App Development,15.24
B.Sc,2,3,6.06,10,4,4,3,1,Web Development,18.13
M.Sc,19,9,5.25,6,5,2,3,3,Web Development,14.33
B.Tech,2,1,7.58,0,3,2,2,1,Web Development,15.98
M.Tech,15,1,6.73,7,2,2,3,2,None,13.3
B.Sc,3,5,7.71,4,5,4,2,4,Cloud Computing,15.47
B.Sc,5,8,9.73,8,4,2,1,2,Cybersecurity,19.38
B.Tech,11,2,5.72,10,1,4,3,4,Cybersecurity,14.54
BCA,7,4,5.01,2,0,4,5,5,None,13.31
M.Sc,6,6,5.38,6,2,5,3,0,Cybersecurity,15.13
M.Tech,14,1,7.31,7,5,1,2,4,None,13.4
B.Sc,1,4,8.53,0,0,1,4,4,App Development,13.52
BCA,17,4,7.9,5,1,5,3,4,None,12.33
PhD,17,9,7.47,10,4,5,2,1,Web Development,18.33
M.Sc,14,9,6.77,1,5,5,3,4,AI/ML,16.06
PhD,10,6,6.55,7,2,2,3,3,App Development,12.74
M.Sc,8,8,6.88,5,4,3,3,0,Cloud Computing,17.06
M.Tech,8,10,8.06,10,5,5,4,0,None,19.46
MCA,14,4,5.84,10,5,4,2,1,Web Development,17.67
M.Sc,7,10,8.86,2,2,1,1,2,Cybersecurity,13.06
MCA,6,8,7.88,3,1,2,5,3,Cloud Computing,16.04
PhD,4,3,6.35,6,1,3,4,2,App Development,14.9
M.Sc,1,2,7.51,8,1,1,5,4,Cybersecurity,15.63
M.Tech,15,6,9.81,10,0,1,5,2,Data Science,17.43
B.Tech,15,5,5.1,9,3,1,1,3,Web Development,14.21
M.Tech,1,8,6.0,1,4,4,3,1,None,15.2
M.Tech,20,1,7.24,8,2,4,1,1,Cybersecurity,17.47
B.Tech,3,10,8.19,5,4,4,5,4,Data Science,18.75
B.Tech,5,3,6.06,1,3,3,4,3,Cybersecurity,14.04
BCA,5,7,9.66,7,0,1,5,1,Web Development,15.8
M.Sc,4,10,8.21,3,0,5,5,4,AI/ML,13.17
PhD,17,4,9.39,10,3,3,1,2,Cybersecurity,15.23
BCA,20,10,6.65,7,5,4,2,3,Cybersecurity,15.03
B.Tech,14,5,9.14,10,2,4,5,1,App Development,20.64
MCA,8,8,6.89,6,3,4,2,3,Data Science,16.65
PhD,2,1,6.26,6,0,2,3,1,Web Development,11.46
MCA,8,1,9.56,10,5,1,5,5,Cybersecurity,19.03
M.Tech,1,7,5.46,6,0,5,1,1,App Development,11.44
B.Sc,4,9,9.71,1,5,1,3,3,App Development,15.51
M.Tech,19,4,7.29,7,4,3,4,1,Cloud Computing,17.3
M.Tech,5,8,9.96,1,2,2,5,2,None,15.77
B.Sc,5,10,7.7,2,2,3,1,4,App Development,15.68
M.Sc,20,7,8.79,9,0,4,5,5,Web Development,15.1
B.Tech,19,2,5.04,6,3,4,1,0,Data Science,13.81
MCA,12,5,7.48,6,0,5,1,3,Data Science,14.58
M.Tech,20,9,8.69,6,4,1,2,3,None,17.17
B.Sc,1,9,8.91,3,3,3,5,4,Data Science,16.93
BCA,7,3,5.79,4,0,4,1,2,Web Development,11.58
M.Tech,17,3,7.09,6,5,5,1,0,App Development,15.31
MCA,2,2,7.1,7,5,5,3,2,Web Development,15.94
B.Tech,11,7,5.52,2,2,3,5,3,Cybersecurity,16.42
M.Tech,7,6,7.22,5,4,1,3,0,Data Science,15.85
M.Tech,17,5,9.04,8,0,2,2,1,App Development,13.94
M.Sc,3,7,6.5,9,0,5,2,5,Data Science,15.73
B.Sc,6,4,7.16,10,5,3,1,3,App Development,15.54
BCA,11,5,9.8,4,5,4,1,2,App Development,17.3
BCA,18,9,5.16,3,5,2,1,4,Web Development,11.33
PhD,18,9,7.96,8,5,2,5,1,Web Development,19.71
B.Tech,10,4,8.72,3,1,1,5,0,Cloud Computing,17.41
PhD,5,6,8.8,2,3,3,4,3,Data Science,18.01
MCA,15,2,8.58,6,1,1,1,4,App Development,12.4
B.Tech,20,3,8.63,4,2,5,3,4,Web Development,17.8
M.Tech,4,9,5.3,0,3,5,4,2,Web Development,13.52
M.Tech,1,6,7.67,7,4,3,5,5,Cybersecurity,19.58
BCA,15,8,8.91,10,3,4,5,4,Data Science,17.54
MCA,17,5,5.47,0,5,5,1,2,None,11.13
B.Sc,19,2,5.06,8,0,5,3,0,Cloud Computing,15.6
MCA,14,7,9.07,0,0,4,3,3,Web Development,12.43
M.Tech,19,6,8.56,3,0,2,2,0,None,12.84
B.Sc,18,2,7.06,9,3,3,1,5,Cybersecurity,14.72
MCA,2,6,9.7,3,0,2,5,2,App Development,16.8
MCA,6,8,8.83,10,0,1,1,0,Cybersecurity,15.74
B.Sc,13,1,9.84,8,5,4,1,3,None,18.48
M.Tech,17,4,9.65,0,1,3,2,3,AI/ML,12.31
MCA,6,1,7.41,9,0,4,2,4,App Development,16.54
B.Sc,5,2,8.77,8,1,4,4,5,App Development,16.49
M.Sc,7,1,8.35,3,2,2,1,2,App Development,12.71
M.Sc,1,6,9.06,6,3,2,5,0,Data Science,16.23
M.Tech,13,6,8.94,8,1,1,2,4,Cybersecurity,17.08
B.Sc,19,1,5.77,10,5,3,4,4,Cloud Computing,14.49
M.Sc,1,4,6.17,6,3,4,4,0,Data Science,17.21
B.Sc,13,4,6.33,1,3,1,4,2,Cloud Computing,16.02
MCA,11,8,9.09,5,4,4,5,2,App Development,16.9
M.Tech,7,6,9.05,5,1,1,2,5,Cybersecurity,16.14
M.Sc,20,2,7.48,2,0,4,3,3,Data Science,12.09
PhD,3,5,7.9,3,5,2,5,2,Cybersecurity,14.52
MCA,1,4,9.13,5,5,5,1,4,Cybersecurity,17.9
PhD,8,10,6.56,10,4,1,3,3,Cybersecurity,16.67
PhD,17,4,5.25,5,1,1,5,1,App Development,11.7
B.Tech,13,8,7.41,0,5,5,2,3,Web Development,15.81
B.Tech,14,5,9.57,9,1,2,4,4,App Development,16.17
M.Tech,5,3,8.95,7,2,1,5,5,Web Development,14.45
M.Sc,6,10,6.83,8,0,2,1,0,None,12.24
M.Sc,6,4,5.32,1,2,4,1,0,Cloud Computing,12.92
M.Sc,8,1,8.18,3,3,4,1,5,None,12.69
B.Sc,13,6,9.17,10,0,5,3,5,None,16.9
MCA,18,10,8.32,5,2,3,4,0,None,12.86
M.Sc,4,4,7.13,1,2,2,5,4,Web Development,14.83
MCA,17,6,5.62,10,0,3,3,5,Cloud Computing,12.99
M.Tech,5,2,9.55,6,1,3,5,3,Web Development,16.51
PhD,3,5,6.38,5,3,2,2,0,App Development,16.2
M.Sc,4,9,6.12,7,4,3,2,2,Cybersecurity,16.12
M.Tech,5,8,9.08,6,5,1,5,1,None,15.19
M.Sc,14,3,9.91,9,4,4,3,0,None,19.58
B.Tech,15,1,8.3,0,4,5,1,5,Web Development,14.74
BCA,20,10,8.12,9,3,2,3,0,AI/ML,15.68
M.Tech,17,3,6.6,9,0,5,3,1,App Development,14.97
M.Sc,6,8,5.1,4,0,4,5,2,Cybersecurity,12.09
BCA,10,3,5.96,5,0,5,3,1,AI/ML,15.85
M.Tech,16,5,7.92,6,4,2,2,0,Cybersecurity,15.69
B.Sc,17,2,5.76,3,1,5,5,0,App Development,14.03
M.Sc,14,1,9.42,8,2,3,5,3,App Development,16.01
B.Sc,20,10,5.94,0,4,3,5,5,Web Development,16.48
B.Tech,12,5,7.61,2,3,4,3,4,Data Science,17.63
M.Sc,9,5,7.56,9,0,3,4,3,Cloud Computing,17.18
PhD,15,6,8.02,1,2,5,1,3,Cybersecurity,12.72
B.Tech,12,2,6.64,1,0,1,1,3,Data Science,12.64
BCA,14,9,9.37,0,0,5,2,3,Data Science,12.94
M.Tech,18,2,7.22,2,0,1,5,3,Web Development,11.23
MCA,20,2,8.5,9,5,5,1,2,Cybersecurity,17.72
B.Tech,6,5,8.18,4,1,1,3,5,None,14.06
MCA,4,9,5.59,5,2,1,3,4,Data Science,11.48
MCA,12,4,8.11,7,4,2,3,4,Cloud Computing,17.09
M.Tech,13,6,7.75,3,1,2,2,5,AI/ML,15.37
BCA,19,2,9.49,0,5,5,5,4,None,15.74
M.Tech,13,4,9.4,8,3,3,1,2,Web Development,16.18
M.Sc,12,9,5.75,2,5,2,5,2,App Development,15.44
B.Tech,20,2,5.41,7,3,1,5,5,Web Development,16.6
MCA,3,1,6.47,3,5,5,3,2,None,16.54
M.Tech,3,4,9.93,10,4,3,1,0,Web Development,19.1
M.Tech,14,4,5.11,2,2,5,2,4,Cloud Computing,14.16
M.Tech,18,1,8.36,2,4,1,5,1,App Development,16.8
B.Tech,19,4,8.04,3,1,2,4,3,Web Development,14.67
BCA,10,3,8.23,3,2,2,3,0,Cloud Computing,14.19
PhD,17,2,6.09,6,3,4,4,0,App Development,15.72
M.Tech,15,10,6.13,1,2,4,2,3,Data Science,15.15
B.Tech,19,4,7.15,7,2,5,2,0,Cybersecurity,15.84
MCA,9,8,5.48,10,2,5,2,2,Data Science,17.52
M.Sc,4,7,5.37,1,4,3,2,0,Cybersecurity,11.83
PhD,15,9,5.44,0,0,2,1,4,None,9.47
B.Sc,19,8,7.86,7,1,2,4,4,Web Development,13.82
PhD,16,1,6.99,3,2,4,3,5,Data Science,14.02
PhD,8,2,6.47,5,2,1,4,5,Cloud Computing,15.73
B.Tech,17,2,6.58,0,4,1,1,1,None,13.77
B.Sc,1,8,6.04,2,1,4,5,4,Web Development,11.88
M.Tech,7,4,7.06,6,1,5,2,3,Data Science,17.0
M.Tech,18,9,6.02,6,3,2,5,3,Data Science,17.27
PhD,12,2,8.49,10,1,2,2,4,Cloud Computing,17.52
B.Tech,16,4,5.62,7,1,2,3,2,Cloud Computing,12.96
B.Sc,1,1,9.74,1,2,1,2,4,Data Science,14.63
M.Tech,15,3,5.45,6,0,5,2,2,App Development,11.61
MCA,7,6,9.72,3,2,1,5,5,Cloud Computing,15.72
BCA,17,9,9.17,5,5,5,5,3,None,16.13
BCA,3,1,8.4,3,4,4,5,4,AI/ML,19.16
M.Tech,11,5,9.56,8,1,5,1,5,App Development,16.64
B.Sc,6,2,5.7,0,0,1,2,1,App Development,9.2
M.Sc,6,7,5.88,0,2,2,5,3,None,14.52
M.Tech,15,4,6.26,4,5,1,1,1,AI/ML,12.16
M.Sc,7,5,6.22,4,3,4,3,3,Cloud Computing,17.07
M.Sc,11,8,6.55,10,4,2,3,0,Data Science,14.26
B.Sc,17,2,7.88,7,5,1,2,5,Cloud Computing,17.32
M.Sc,18,3,5.14,6,4,2,5,0,None,15.11
MCA,19,5,6.91,10,5,4,2,0,Cloud Computing,18.56
B.Sc,8,10,6.23,2,4,5,2,1,Cybersecurity,15.26
M.Tech,20,4,8.03,7,2,5,2,2,AI/ML,15.27
PhD,8,5,9.93,3,0,3,1,3,Web Development,13.23
MCA,11,3,7.59,2,0,2,2,0,Web Development,15.08
B.Tech,3,9,7.13,1,1,4,3,1,Web Development,13.58
BCA,14,8,6.84,8,0,1,5,3,None,15.21
M.Tech,9,6,8.92,6,3,1,4,0,Cloud Computing,17.57
M.Tech,1,1,5.36,4,5,3,4,0,Web Development,16.3
M.Tech,1,4,9.8,8,4,1,4,0,Cybersecurity,20.23
MCA,12,7,7.09,2,2,4,5,1,Cloud Computing,15.68
B.Tech,11,10,6.57,5,4,4,2,2,Data Science,16.61
PhD,1,5,9.87,7,4,5,5,5,Data Science,21.07
B.Sc,20,4,9.68,8,3,2,5,5,Cloud Computing,15.74
B.Tech,12,9,8.21,3,5,2,1,0,App Development,18.01
MCA,17,8,5.09,0,4,1,5,0,AI/ML,12.66
M.Tech,15,3,8.74,7,4,2,1,2,AI/ML,17.16
BCA,2,6,6.68,9,3,3,3,5,Data Science,18.18
M.Tech,18,4,6.94,2,3,2,1,2,Web Development,14.88
B.Sc,16,7,5.79,5,0,1,4,4,None,10.52
M.Sc,4,1,7.62,3,5,2,1,0,Cybersecurity,14.48
BCA,8,1,8.72,5,4,4,3,5,Cloud Computing,16.7
M.Tech,2,6,6.37,2,5,4,5,3,None,15.85
PhD,14,10,9.69,6,1,5,4,4,Cybersecurity,17.63
BCA,15,7,5.97,1,1,5,1,3,Cybersecurity,14.12
M.Sc,9,9,5.33,4,1,5,2,2,App Development,15.1
B.Tech,2,7,8.22,2,5,5,5,5,Cybersecurity,15.78
MCA,17,9,9.25,4,3,2,4,4,Cloud Computing,15.42
M.Tech,10,10,9.77,2,4,1,4,1,Web Development,15.88
B.Sc,9,9,8.84,8,0,2,1,4,None,10.97
B.Tech,2,8,6.0,7,4,1,5,4,App Development,15.39
M.Tech,19,7,9.89,1,1,1,5,2,Cloud Computing,14.73
B.Tech,17,3,9.6,7,5,1,2,0,App Development,17.39
B.Sc,11,3,5.82,7,2,1,2,2,Data Science,11.49
M.Tech,17,5,7.79,9,5,4,4,2,None,16.84
M.Sc,10,7,7.78,2,1,1,4,2,None,13.46
M.Sc,18,10,7.21,9,5,2,3,3,Web Development,18.45
B.Sc,6,7,9.92,4,5,1,4,5,Data Science,18.98
BCA,16,1,5.3,1,5,4,2,1,Cybersecurity,13.9
B.Sc,18,8,8.14,9,3,2,1,3,Web Development,15.13
BCA,20,1,6.03,5,4,3,3,4,Cybersecurity,12.91
M.Tech,18,4,7.64,1,3,2,4,2,Data Science,12.9
BCA,1,2,8.9,3,5,4,2,5,App Development,18.8
M.Tech,3,5,6.23,2,0,4,3,0,Cloud Computing,14.57
M.Tech,15,6,6.97,0,4,5,1,2,App Development,12.19
PhD,20,4,9.75,7,4,3,1,3,App Development,18.96
MCA,10,4,8.81,7,4,1,2,5,Web Development,16.86
M.Tech,5,7,7.86,0,2,4,5,1,Cybersecurity,16.93
BCA,15,4,6.11,5,4,5,2,3,None,14.48
MCA,14,2,7.13,0,2,5,2,2,AI/ML,12.33
MCA,15,4,8.87,8,4,1,2,5,Cybersecurity,15.81
M.Tech,10,7,9.1,0,5,2,5,1,Data Science,16.81
B.Sc,9,1,6.22,2,1,3,4,0,Data Science,14.9
B.Sc,12,4,8.31,8,0,1,4,3,None,15.55
M.Sc,7,6,5.48,0,4,1,1,5,App Development,13.7
MCA,5,8,5.12,1,3,2,4,3,App Development,13.36
M.Tech,10,8,7.74,3,1,2,2,5,Cloud Computing,14.46
PhD,8,9,6.12,6,3,4,4,4,Web Development,14.65
B.Sc,20,5,5.39,7,3,2,5,5,None,16.67
PhD,16,2,8.65,0,2,2,4,1,AI/ML,13.23
M.Tech,12,3,7.49,0,0,3,2,3,Data Science,13.81
M.Tech,9,2,8.98,4,3,3,4,4,Web Development,14.96
